"","H3K4me1_K562_E1_IRpseudo12","H3K4me1_K562_E1_IR12","H3K4me1_K562_E2_IRpseudo123","H3K4me1_K562_E2_IR123","H3K4me1_A549_E1_IRpseudo123","H3K4me1_A549_E1_IR123","H3K4me1_A549_E2_IRpseudo12","H3K4me1_A549_E2_IR12","H3K4me1_A549_E3_IRpseudo12","H3K4me1_A549_E3_IR12","H3K4me3_K562_E1_IRpseudo12","H3K4me3_K562_E1_IR12","H3K4me3_K562_E2_IRpseudo12","H3K4me3_K562_E2_IR12","H3K4me3_K562_E3_IRpseudo12","H3K4me3_K562_E3_IR12","H3K4me3_K562_E4_IRpseudo12","H3K4me3_K562_E4_IR12","H3K4me3_A549_E1_IRpseudo123","H3K4me3_A549_E1_IR123","H3K4me3_A549_E2_IRpseudo12","H3K4me3_A549_E2_IR12","H3K4me3_A549_E3_IRpseudo12","H3K4me3_A549_E3_IR12","H3K4me3_A549_E4_IRpseudo123","H3K4me3_A549_E4_IR123","H3K9ac_K562_E1_IRpseudo12","H3K9ac_K562_E1_IR12","H3K9ac_K562_E2_IRpseudo12","H3K9ac_K562_E2_IR12","H3K9ac_A549_E1_IRpseudo12","H3K9ac_A549_E1_IR12","H3K27me3_K562_E1_IRpseudo12","H3K27me3_K562_E1_IR12","H3K27me3_K562_E2_IRpseudo123","H3K27me3_K562_E2_IR123","H3K27me3_A549_E1_IRpseudo12","H3K27me3_A549_E1_IR12","H3K27me3_A549_E2_IRpseudo12","H3K27me3_A549_E2_IR12","H3K27ac_K562_E1_IRpseudo12","H3K27ac_K562_E1_IR12","H3K27ac_A549_E1_IRpseudo123","H3K27ac_A549_E1_IR123","H3K27ac_A549_E2_IRpseudo123","H3K27ac_A549_E2_IR123","H3K27ac_A549_E3_IRpseudo12","H3K27ac_A549_E3_IR12","H3K27ac_A549_E4_IRpseudo12","H3K27ac_A549_E4_IR12","H3K36me3_K562_E1_IRpseudo12","H3K36me3_K562_E1_IR12","H3K36me3_K562_E2_IRpseudo12","H3K36me3_K562_E2_IR12","H3K36me3_A549_E1_IRpseudo12","H3K36me3_A549_E1_IR12","H3K36me3_A549_E2_IRpseudo12","H3K36me3_A549_E2_IR12"
"H3K4me3_A549_E4_IRpseudo123",63.3409676495849,57.1034926996851,43.5012882908674,43.9020898940739,79.7809905525336,76.9753793300887,83.1806470083023,60.3850558259376,67.8356713426854,56.8744632121386,56.4700830231892,55.4430289149728,54.9098196392786,53.6394217005439,58.234325794446,58.3381047809905,59.7337532207272,59.3544231319782,90.7708273690238,87.5250501002004,89.2892928714572,89.3179215574005,97.1729172630976,95.8703120526768,100,86.1508731749213,60.9254222731177,58.2557973089035,52.9308617234469,50.8660177497853,88.9958488405382,86.6196679072431,16.0929000858861,15.6742055539651,9.7158602920126,5.32135699971371,10.9898368164901,10.6784998568566,14.1282565130261,12.3282278843401,49.3809046664758,48.117663899227,92.1163756083596,90.2447752648153,85.6534497566562,84.4546235327798,75.7371886630404,68.9199828227884,85.2132837102777,63.920698539937,4.25851703406814,4.20125966218151,9.13612940166047,8.73174921271114,18.0074434583453,11.623246492986,7.59733753220727,6.39135413684512
"H3K4me3_A549_E4_IR123",68.1183673469388,61.3714285714286,45.5102040816327,46.069387755102,79.2857142857143,76.2,82.8,58.0408163265306,66.2285714285714,54.4530612244898,63.0938775510204,62.0367346938775,61.6122448979592,60.2040816326531,64.934693877551,65.0244897959184,65.4979591836735,65.0979591836735,95.7469387755102,93.5632653061224,94.534693877551,94.5428571428571,98.3510204081633,97.3918367346939,98.2612244897959,100,66.2040816326531,63.8204081632653,58.0122448979592,55.8163265306123,90.4734693877551,88.5551020408163,16.7428571428571,16.3142857142857,10.2326530612245,5.66122448979592,11.8122448979592,11.4612244897959,15.1755102040816,13.1755102040816,53.8122448979592,52.6734693877551,93.2734693877551,91.4530612244898,86.8816326530612,85.9469387755102,76.1877551020408,68.7918367346939,86.9265306122449,63.6367346938775,4.31428571428571,4.26938775510204,9.51836734693878,9.06938775510204,17.465306122449,11.065306122449,7.29387755102041,6.2
"H3K9ac_K562_E1_IRpseudo12",60.7814172731724,53.9896596652254,36.4268583141769,36.9704312898862,31.098183387414,29.7321969476925,38.6343455132408,25.2201263081021,26.8342475871169,22.7014332069146,24.9479248790446,24.1968813019195,23.5719798504552,22.8275753325754,25.4724105594237,25.5346517398485,32.1670719259081,31.8384384932655,22.7080722661599,22.3860778927626,22.5628428451688,22.5221786072913,26.4657797990025,25.9379745890007,22.2566162374792,21.6234159619582,100,65.4719126299803,31.3081436360468,29.7877990688719,29.2624835060872,27.8691109469788,11.4316301380094,11.2631640096598,5.31705657308359,2.64566510925402,2.48300815774405,2.33611897194168,4.27638403638204,3.20251620345397,31.6127104789251,29.314766097644,41.4791823998539,38.6766695159296,29.859168955759,28.373679449622,26.2666080216433,23.9670038755508,27.7794836471672,22.2425082365829,11.0415854073478,11.0532037610271,10.0009128706462,9.26231752960605,24.0416932920605,12.383505257305,7.8955012074789,6.51872629648379
"H3K9ac_K562_E1_IR12",65.4833435954054,58.3526189515701,30.2713433406229,30.5770823159727,30.1513832565447,28.7628187434977,37.7162997091233,24.0981761820845,25.7638166415423,21.8497208008663,26.9506783583516,26.3455699696384,26.5504575468694,25.9092549735663,27.7033482664175,27.7596127306312,31.4942992420221,31.1726363617062,25.5833457185928,25.2797299305718,25.2393893713242,25.2107263423852,28.4645109237988,27.9910401494724,25.1863096881038,24.576954924733,83.7523089662201,100,29.6853436378692,27.9931633368012,31.0983248051976,29.897662370751,13.9090001910869,13.7306524554661,6.43962716830506,3.19858171086435,2.54888638824603,2.41406399286609,4.4183528312703,3.3344656999087,29.2458438608038,27.4751056285696,43.0178984691819,40.2439542240812,31.6981252255887,30.3318541794943,27.8487865984416,25.3678422047177,29.8594449988322,23.5949807851547,11.8505700757978,11.9036497590182,9.21357141340581,8.55750652880104,24.9134801163507,12.8643920253084,8.03626403957621,6.67742414913268
"H3K9ac_K562_E2_IRpseudo12",69.5388476419534,64.4724458851825,75.7502875666632,77.295304820663,55.6049356896371,53.4873993516679,59.9184356373523,41.1638607131653,47.5922827564572,38.5260901390777,55.6859772038063,53.756666318101,52.3162187598034,51.3594060441284,56.6924605249399,56.7944159782495,80.5970929624595,78.850779044233,47.9818048729478,47.3177873052389,48.373941231831,48.3660985046534,54.2690578270417,53.4507999581721,47.4458851824741,46.3635888319565,72.9478197218446,61.053016835721,100,83.8675101955453,55.5082087211126,53.1763045069539,1.32019240824009,1.29404998431455,0.478406357837499,0.206525149011816,3.38544389835826,3.20506117327199,5.10300115026665,3.93443480079473,82.6126738471191,79.0233190421416,64.3600334623026,62.3026246993621,56.3264665899822,54.5304820662972,51.1528808951166,46.2171912579734,53.5893548049775,42.9520025096727,6.10687022900763,6.14608386489595,14.4802886123601,13.6437310467427,18.4983791697166,10.3419429049461,7.59698839276378,6.12778416814807
"H3K9ac_K562_E2_IR12",69.1562385243355,64.0179655941922,76.5402107285105,78.3367701477359,56.6650659585887,54.5295330640377,60.9050591791192,41.979040140109,48.5777237931132,39.2361797689331,56.4927544419649,54.4956357165052,52.9843789723454,52.043727578317,57.5153244258637,57.5689952261236,81.8310217225502,80.2689189570916,48.4054122764894,47.6879184203836,48.8771503629841,48.9025733736335,54.6509985593627,53.8402869975424,47.8517556001243,46.7896387107709,72.9188441004491,60.6310556198977,90.6217338493263,100,55.7131154487161,53.4984887432558,0.988672636366204,0.951950509872602,0.386994717663343,0.166661958701732,3.38126041637242,3.1665772153329,5.07895257196124,3.84734894494506,84.3987457981413,81.7152057851473,64.187452331855,62.1959831643174,56.4842801050818,54.7470410440383,51.9618089884467,47.2190051128499,53.8657100081919,43.9111889494647,6.32185531482162,6.36705177819836,15.0278240727663,14.3018558797774,19.0107624078416,10.6409423462614,7.87548374339708,6.35857744131522
"H3K9ac_A549_E1_IRpseudo12",47.2131284275497,42.9634881247785,38.9036011426903,39.0453948328711,88.5856079404466,86.615092687199,91.6675355005526,76.0639739766874,82.3279187605563,73.2260149717455,34.1305753070459,33.3340284004421,33.2255979314803,32.4394770315074,35.4421669412182,35.5276601955919,39.5124799299372,39.0203724169569,51.2625894030069,48.6998769731218,53.6126112976208,53.5667368684447,76.6082115228225,73.7890193298163,50.6724774276956,46.9670746710595,46.2601914214817,42.1398336009342,36.5348124361407,34.530933961674,100,79.3773588840002,13.6330462706174,13.0262526846967,8.01551389786684,3.97022332506203,3.55109785849824,3.43849698688408,5.29224096586525,4.38517838897346,35.3358216735826,33.6238713847822,95.842108555581,94.3866380299018,88.533477907292,83.9522905936568,81.9067080926663,74.3124048626895,82.6782325833559,63.7195821256542,5.03576120274412,5.03367600141794,8.97053610526096,8.63064828909231,22.4409366724357,13.8853556310862,9.58775569781262,7.79448255729091
"H3K9ac_A549_E1_IR12",52.4562676743662,47.6938862333892,41.3999349333066,41.4474836707625,88.1678720688706,86.120773793138,90.7004679796792,74.2961535573963,80.7252433744588,71.4807677869817,40.0185189819565,39.1551340123627,39.1025801446483,38.1741284816937,41.4825195825721,41.5275657548988,44.8484696814235,44.4080182186741,59.4984859480968,56.7756950874646,62.0060562076128,61.9560049050276,83.0125879026002,80.7602792862684,58.8453164493606,54.8862584148752,51.5753647488676,47.7339272754573,41.3924272379189,39.2427237918867,95.2651467754448,100,14.1670211967266,13.6314722590655,8.46617783227808,4.28689406641808,4.03413498836307,3.91150929702945,6.00115117995946,5.00513025851498,39.518005956105,37.8437898846317,96.4863985585225,95.3477314247103,91.0758527490678,87.6748667384069,83.9785780424936,76.7061237768713,87.2994819690182,67.5667559248229,5.37801246277434,5.38802272329137,9.56480392402212,9.1719011987287,22.976050451713,14.3296879301284,10.0027528216422,8.18088540754273
"H3K27me3_K562_E1_IRpseudo12",11.4793404942848,9.14916045997285,2.27230448053246,1.76796036902555,11.404240073309,10.7462501464114,14.2532331075727,9.04650025148306,9.44336119168521,8.02058716127299,1.28428609815418,1.23123350718966,1.20505170905132,1.06105181929047,1.66116619240866,1.67425709147782,1.4413768869842,1.37247741819911,4.19184368088522,4.10158537677674,3.73779618159144,3.7439971337821,5.4747517896637,5.20466587202613,4.08229352551692,3.84390136352049,7.88347721839065,7.53140093289881,0.349320306740435,0.248038087626344,5.6518234244414,5.06962291320734,100,81.245564596697,41.2363320678798,19.8058412969636,18.773038259875,17.1814605309393,26.4567070187889,20.0924630871096,0.135042958818788,0.0626985165944371,14.746553304074,12.7140189749137,8.26242429670867,7.3081666540351,5.06342196101668,4.49017838072468,5.28734523456824,3.53729872742681,0.0751004209757543,0.0737224316000524,0.0110239150056153,0.0144688884448701,4.77266620274358,2.22683083113429,1.57159688298803,1.23674546469247
"H3K27me3_K562_E1_IR12",12.2634515295615,9.77271876287116,2.3604298498521,1.83697158048452,11.5550230276706,10.8885310967162,14.5010671359569,9.11895757666529,9.59074399970045,8.12595948627701,1.37492043284532,1.31800651514584,1.28580521960535,1.13078968060808,1.77706219343243,1.79203954019545,1.53143370651889,1.44007189126446,4.38836260156513,4.29325644961995,3.90384543378141,3.90908750514846,5.66443254577452,5.38810049799678,4.28651664357659,4.03564608529599,8.42101321750852,8.06455236454862,0.373684801737372,0.259108099000262,5.80746620736137,5.23907589770472,88.3056876474333,100,42.3072602688434,20.4335941887895,18.6430523832703,17.0629422997716,26.3092073239226,19.9782828471936,0.134796120867188,0.06440259108099,15.0514846294979,12.9666379600854,8.42775302355188,7.44823454525031,5.14546748043584,4.53963380387164,5.43303253828584,3.59081888643427,0.0756356011532557,0.0726401318006515,0.0104841427341147,0.0134796120867188,4.83618526977946,2.2548395551728,1.59583629759988,1.25360392406485
"H3K27me3_K562_E2_IRpseudo123",9.71006633014893,7.5582996120312,1.55604688999207,1.136373117517,9.57156564181719,9.058445621793,12.563514246381,8.21909807684285,8.05473280213591,6.86412748738058,0.882733302740812,0.844353593925994,0.742563931417129,0.646614659380084,1.29156063576822,1.31075049017563,0.957824037378499,0.898585791164323,3.79458512369113,3.73951858495682,3.27562471319511,3.27395603020316,4.95181677860748,4.73822535563806,3.65691877685537,3.47586667222894,5.25217971715823,4.99436819490217,0.172708689666681,0.128488590380043,4.9901964874223,4.55467022652372,73.2626924200075,70.4676484084936,100,29.3271035834967,18.3171332026198,17.0239038838597,25.8787701806349,20.5097826540403,0.0584039047182012,0.0258645863752034,12.3006966751491,10.7821951524759,6.93421217304243,6.17329272871386,4.39864836677652,3.9514413249343,4.56134495849151,3.22055817446081,0.0258645863752034,0.0292019523591006,0.00584039047182012,0.00667473196779442,4.25180426348504,2.04330232364107,1.21480121813858,0.929456426515373
"H3K27me3_K562_E2_IR123",11.4481597305749,9.02333413519365,1.9485205677171,1.40245369256675,10.466682703873,9.85085398123647,13.6372383930719,8.64084676449362,8.9078662496993,7.59441905220111,1.21962954053404,1.17151792157806,0.959826798171758,0.844358912677411,1.76088525378879,1.79215780611018,1.23646860716863,1.17632908347366,4.5681982198701,4.54173682944431,3.92350252586,3.92350252586,5.79023334135194,5.56170315131104,4.49362521048833,4.27712292518643,6.83425547269666,6.49025739716141,0.197257637719509,0.139523694972336,5.59057012268463,5.12629299975944,80.1323069521289,77.1421698340149,84.5561703151311,100,19.3384652393553,18.0153957180659,26.8246331489055,21.2701467404378,0.0817897522251624,0.0240558094779889,13.4760644695694,11.842675006014,7.65215299494828,6.84147221554005,4.65479913399086,4.16165503969209,5.14313206639403,3.45200866009141,0.02165022853019,0.0288669713735867,0.00481116189559779,0.00721674284339668,4.28674524897763,1.96776521529949,1.25090209285542,0.921337503006976
"H3K27me3_A549_E1_IRpseudo12",3.76599529875753,3.19941698877561,2.74072433428835,2.63212420425398,2.04125375992227,1.80833505998014,2.51495037974322,0.848081278623636,1.11029343469345,0.854511549480934,1.12243950186835,1.07456970770847,0.963826154055,0.908811614498117,1.2724791552053,1.26533440980831,1.64543486492859,1.57041503826011,3.02651415016826,3.02079835385066,2.41349499510585,2.40849367332795,2.96364039067468,2.86718632781521,2.96149696705558,2.86289948057701,1.98409579674628,1.67401384651658,1.05099204789837,0.983831441166594,1.40465694504976,1.33749633831798,19.5365918135507,18.2191007623443,12.0224630795282,5.38428013117753,100,67.8000614448104,81.8544901152447,65.1393582589684,0.977401170309296,0.880947107449826,1.91050491915721,1.69044676092967,0.935247172467009,0.877374734751327,0.162900195051549,0.112172502732865,1.02812886262798,0.124318569907761,0.22434500546573,0.22577395454513,0.405821538549474,0.394389945914277,0.00857369447639733,0.000714474539699778,0.00285789815879911,0.00142894907939956
"H3K27me3_A549_E1_IR12",4.32861496546364,3.68242269706681,2.94890714915689,2.82840102342884,2.41012251456116,2.13942034807059,2.97073796903517,1.00509094719561,1.32469415021351,1.01469650794205,1.30722949431089,1.24959612983225,1.1264703057188,1.06796370844503,1.48274928613219,1.47576342377114,1.87745050953134,1.78663429883773,3.57239536488032,3.57064889929006,2.83975304976554,2.83713335138014,3.48070592139158,3.36456595963918,3.48856501654776,3.36980535640997,2.25730677541326,1.92722477885379,1.19370923094388,1.11337181379184,1.64953675000218,1.56919933285014,21.0117275164386,19.5988368539169,13.2382091741837,6.00871486329541,82.8654260939424,100,84.4127946069143,68.7548573574229,1.081062200372,0.978893963341687,2.255560309823,2.00057633364479,1.10551271863566,1.03740056061545,0.181632421387218,0.117886427342665,1.22077944759293,0.135351083245282,0.238392553070723,0.241012251456116,0.417405276072548,0.402560318555324,0.00873232795130854,0.00261969838539256,0.00349293118052342,0.000873232795130854
"H3K27me3_A549_E2_IRpseudo12",4.24256144139124,3.61682861421656,3.11531362100791,2.97484298633604,2.21908775351467,1.92363505496929,2.73453371875689,0.929892383241041,1.21199456692091,0.920024611383926,1.29906314213074,1.23985651098805,1.15801205029081,1.09009856162714,1.44824063432359,1.44185560547487,1.9050604255912,1.8156700217091,2.93827418474791,2.91795818386561,2.46694296427867,2.4646211356064,2.94756149943696,2.84075738051289,2.88835486829427,2.78213120653827,2.61031588479086,2.20457632431303,1.19806359488733,1.11738004852622,1.63572829960877,1.55736658191992,19.4348669011714,18.1607634172674,11.9806359488733,5.4957684672448,52.2939667281951,45.8944264502722,100,52.2817771276657,1.15220747861015,1.02973101614832,2.27190935580863,2.02579551654883,1.32402280035756,1.2508851971813,0.294872241377309,0.175878521923867,1.29906314213074,0.175298064755802,0.23450469589849,0.237406981738817,0.422572818351734,0.417929161007209,0.00986777185711466,0.000580457168065568,0.00232182867226227,0.000580457168065568
"H3K27me3_A549_E2_IR12",5.17424847033786,4.39706608900543,3.40326074563904,3.22464181203208,2.92060958461597,2.53866909892449,3.52202333447345,1.18572568692281,1.52586174134458,1.17337437768403,1.6560255387071,1.5790673811424,1.48975791433892,1.39854824611409,1.90780222703607,1.89735111921864,2.26884049709269,2.14437730399422,4.02177630828868,4.01227530118193,3.37570782502945,3.3776080264508,3.97807167559761,3.83840687112834,3.96667046706951,3.80800364838673,3.06122448979592,2.61277695435716,1.41755026032759,1.29878767149318,2.12252498764869,2.03226542013453,21.0779842663322,19.73834226428,13.9531790369779,6.59274883137613,60.9660624026147,55.2654581385627,85.5755710105271,100,1.25698324022346,1.13442024854635,2.93771139740813,2.60612624938243,1.644624330179,1.56101546763957,0.336335651579067,0.197620947820469,1.66742674723521,0.190020142135066,0.252726789039638,0.25652719188234,0.45984874396686,0.450347736860107,0.0104511078174286,0.000950100710675332,0,0
"H3K27ac_K562_E1_IRpseudo12",61.0014997175857,55.8031279823929,69.8478857877413,72.0682468885729,46.4873497847808,44.7071655337631,51.6506631868025,35.5569405761253,39.7834174084101,32.3977952203806,45.0382720137117,43.5443974835907,41.5713924001324,40.8702257367119,45.7433340474846,45.8076076582981,66.5971992287167,65.1189061800051,38.6362308396471,37.9545410279882,38.8173655610307,38.7823072278597,44.6701595154159,43.8540794266015,38.0655590830298,37.1150887170598,62.7836316537795,51.0098747638432,70.4107668036539,67.4015932064741,46.6158970064079,44.4578618312136,0.395380090762129,0.362269442767271,0.134390277155601,0.0720643515182206,2.59042128430361,2.4014958222153,3.90510877821709,2.83777730167696,100,77.7009524180511,57.3359562160372,55.1584441890813,48.3376507021405,46.351011822449,44.8142882184524,41.0805757357381,45.2583604386187,38.1551526011336,7.70699024209727,7.84917125995754,15.5775860389927,14.5901096546754,19.8508073155055,11.1134916152153,8.33998792435191,6.53058839569172
"H3K27ac_K562_E1_IR12",62.3873118135248,57.0767062613247,69.2503858801423,71.4538174171756,46.8760485873431,45.0439567814241,51.8980829027135,35.3264881551574,39.8720443818088,32.1768113996824,49.828870545601,48.2160034002192,46.2810102230275,45.5674115831152,50.7482719280585,50.8153815180189,72.3732187996331,70.8073283672237,42.6682772968257,42.0352101648659,42.8271033263987,42.8136814084066,48.3300897031519,47.5829362682594,42.0620540008501,41.1292307004004,65.3088159631345,54.0612486857705,75.8942352862224,73.4603941569917,49.8579513679171,47.7708431201485,0.21027671520927,0.199091783549203,0.0671095899604053,0.0246068496521486,2.61280003579178,2.43831510189473,3.91248909469163,2.87005346397334,89.242332729347,100,59.1884213587455,57.1348679059571,50.822092477015,48.9452609444556,47.4285842113505,43.5921526519473,48.2965349081717,40.719862201642,6.6393754334161,6.74227680468872,14.7148960919849,14.0370892333848,18.5647495693801,10.3460617855625,7.73773572243473,6.08236583674474
"H3K27ac_A549_E1_IRpseudo123",25.0406541659923,22.498131064407,22.0465037417247,22.0295484497468,65.0574553189522,62.7222491965504,70.4253466201167,53.023051490139,56.4125684955261,46.9253119388376,13.5912079104144,13.2143380114525,12.9207031822,12.5700369162948,14.2039105068862,14.2532349926399,17.3252256209876,17.0678134609604,20.266198084052,19.2627530770001,20.7663791973981,20.7394048692516,32.4932756853406,31.1723043012493,20.0164928749239,18.5483187286614,24.0302729031313,20.9289958613674,16.4096398541845,15.6011807048777,34.2250275523495,29.8944918421925,13.6605704685055,13.0609696885621,7.44876804389879,3.61841344708793,1.74331229335738,1.69321711251378,2.63346512219371,2.16873598298305,17.0138648046673,15.7560904179479,100,75.849498662844,48.9830678288749,41.6098279037864,37.1860380877513,32.8793939253813,33.0574244911486,25.2418055844566,3.63922221451527,3.64769986050419,5.56827202453893,5.44804359051428,18.7810686458117,11.3292178215533,7.92274552418827,6.34667406533953
"H3K27ac_A549_E1_IR123",28.048876937678,25.2777997469155,25.0128519455868,25.0098861119899,72.9555520404935,70.6056232204999,77.2995096488453,59.693332806074,63.9611673521038,53.7952783929136,16.7856295476115,16.349652008858,16.0323078139829,15.5983074976273,17.4628282189181,17.5132473900664,20.910115469788,20.6224296108826,25.0326241695666,23.7869740588421,25.724652008858,25.6930164504904,39.9448354950965,38.380852578298,24.760756089845,22.9545634292945,27.3163160392281,24.0519218601708,19.789030370136,18.8350205631129,42.5023726668776,37.2726194242328,13.5726431509016,12.9883739322999,7.70424707371085,3.83284561847517,1.90999683644416,1.86155488769377,2.90355109142676,2.3795871559633,20.3396868079722,18.913120847833,97.2961483707687,100,60.4387456501107,52.0642201834862,46.2571180006327,41.0599889275546,41.0787725403353,31.6009569756406,3.84965200885796,3.88524201202151,6.15707054729516,6.02657386902879,19.3688706105663,11.8020404935147,8.46053464093641,6.76605504587156
"H3K27ac_A549_E2_IRpseudo123",33.3679251723903,29.8791561411893,28.0002730934662,27.8964975762955,80.4205639380078,78.149791766232,83.3126237454769,67.1209121321772,70.8568307503243,60.7004847409026,23.4655560865706,22.96169864136,22.7596094763433,22.2461937598143,24.2192940533898,24.2739127466375,27.829589677067,27.4854919096061,33.9728272001092,32.3492865433195,35.0064859698232,34.9655219498874,52.6210145422271,50.5878336860791,33.556359664095,31.2336997337339,33.2423021779204,29.8955417491637,26.2169727589267,24.9648392162218,56.7488222844269,50.1140165221547,13.0306547415853,12.4489656584966,7.14412507680754,3.61848842766437,1.60442411415307,1.56346009421725,2.84153751621492,2.23800095582713,26.5105482351335,24.9143169249676,93.5754762067318,91.4931385266607,100,73.2900935345122,62.5657131153137,55.9909879156141,57.0410322933024,44.0868437222639,3.27985252952823,3.25663958489793,5.79777428825015,5.57383764593432,17.6705127329829,10.8513688809995,7.35304157848024,5.81689083088687
"H3K27ac_A549_E2_IR123",39.9831544237558,35.8488199136216,32.0083869464705,31.9008619917206,82.4519273848139,80.3766957581405,85.0522392071827,68.7120302503539,72.6689485851508,63.0203759789251,29.9546603107471,29.3507284815684,29.1984014623394,28.5424992383649,30.886543251913,30.9600186376588,34.6570849984767,34.2717872439562,43.1981505707783,41.232235981434,44.3970538162399,44.3414992562857,63.3734162470207,61.0920951237433,42.707119944087,39.8487482303185,40.2197093242057,36.6373362484543,32.4635759215785,30.9367215641297,67.9002168419921,61.0795505456891,13.9746599523306,13.3653518754144,7.78480672389384,4.06623537212595,1.94440959839429,1.8924392035985,3.46051146036809,2.7383021809645,32.3811401229369,30.6123546173008,97.2867869751438,96.204369097328,96.1882403541155,100,70.8374401892439,64.0508234619451,66.8375118725471,51.7696815469257,3.39599648751815,3.35477858819734,6.08412035626602,5.77229798749126,16.8133187577284,10.2399598573502,7.12532033476103,5.67373344563717
"H3K27ac_A549_E3_IRpseudo12",41.0361028684471,36.7973128915265,34.8685295087372,35.0828387734916,88.4211177052423,86.8055555555556,91.9592812396967,77.7056544675239,83.0510220903396,73.3226178700956,30.4525222551929,29.8631717771184,29.673590504451,29.1584240026377,31.2561819980218,31.3118199802176,35.3939993405869,35.0313221233103,43.0864655456644,40.8877349159248,44.8936696340257,44.8030003297066,67.1550445103857,64.7275799538411,42.5568743818002,39.369024068579,41.9366139136169,38.052258489944,34.2091163864161,32.7110121991428,75.7974777448071,66.7985492911309,11.1482030992417,10.581519947247,6.49934058687768,3.16106165512694,0.428618529508737,0.391526541378173,0.972634355423673,0.704747774480712,34.8149521925486,32.9067754698318,96.7173590504451,95.3037421694692,89.263930102209,81.8681998021761,100,80.8646554566436,75.267886580943,61.9003461918892,5.22584899439499,5.24645565446752,8.7516485328058,8.53733926805143,25.1833992746456,15.848582261787,11.5211836465546,9.32039235080778
"H3K27ac_A549_E3_IR12",42.0829638388019,37.7303182579564,36.7523893979702,37.047985023155,91.3833875258646,90.0753768844221,93.4993595428121,80.980884816238,85.8409695536506,76.776037047985,31.2346043945216,30.6631195191645,30.510395112819,30.0694649719184,32.0130062075081,32.0795152231747,36.4198443196374,35.9936939599961,44.5881367622426,42.1223765888265,46.5637008572273,46.4553157946596,70.9798994974874,68.4476303084048,43.9821657306139,40.380825697113,43.3934377771209,39.5704010247315,35.6956350379348,34.3950142871219,79.5570992215982,70.6424278254015,11.1882944132427,10.587249975367,6.62873189476796,3.27372154892108,0.347324859592078,0.298058922061287,0.667553453542221,0.485269484678293,36.9125036949453,35.0453246625283,97.699280717312,96.6252832791408,92.0755739481722,85.3803330377377,96.6646960291654,100,80.0990245344369,70.4453640752783,5.64833973790521,5.67297270667061,9.44181692777613,9.1782441619864,26.2685978914179,16.6247906197655,12.1859296482412,9.90984333431865
"H3K27ac_A549_E4_IRpseudo12",46.0939800597367,41.689453535821,37.3312018846494,37.5499558285306,87.7266417062808,85.7515460014303,90.5725463800429,74.9106053594716,81.784527365277,72.950233477767,34.0667199528838,33.2800471162341,33.0129148963022,32.2598965125573,35.2972108872155,35.3582095831055,39.0244415464221,38.5616928189811,50.4669555340541,48.0185940852299,52.5072567414076,52.4336376256783,74.5782676370367,71.9384964873165,49.6929031172437,46.2075638382904,45.7889865802869,41.8303815573598,36.3341887173447,34.5483993100837,84.5946741828278,75.7204156324934,12.9085860922973,12.3343569896092,7.41449665558874,3.71250683606075,2.73232089520845,2.66501198939885,4.290942745362,3.51058011863195,35.5916873501325,33.7785536998864,95.709057254638,94.0936435152076,90.9595725884481,84.3969542720121,82.8278154053258,75.7919313449161,100,69.5174792814774,5.19119936056539,5.2080265870178,8.89739598670649,8.57767868411089,23.2152622943923,14.5681713011653,10.2856421690295,8.32737369063144
"H3K27ac_A549_E4_IR12",44.909793814433,40.3028350515464,40.970595126523,41.3718369259606,93.6504217432052,92.4379100281162,94.6344892221181,82.8461808809747,89.2279756326148,80.9659090909091,33.2386363636364,32.5650187441425,32.4566541705717,32.0436972820993,34.0762652296157,34.0850515463918,38.9643861293346,38.5045688847235,48.2427366447985,45.325679475164,50.6677600749766,50.5125351452671,75.8581302717901,73.1109418931584,47.3904639175258,43.1993908153702,46.4093252108716,42.4261949390815,38.5104264292409,37.3272024367385,87.084114339269,78.3973758200562,11.0385426429241,10.4645032802249,6.64831302717901,3.3153701968135,0.430529522024367,0.398313027179007,0.740979381443299,0.52717900656045,39.837160262418,37.9041705716963,96.9862933458294,96.0139409559513,95.0269447047798,88.694939081537,92.7952202436739,90.0773195876289,96.7959231490159,100,6.31736176194939,6.31736176194939,10.8305998125586,10.4293580131209,28.072282099344,17.6458528584817,12.473641049672,10.1071930646673
"H3K36me3_K562_E1_IRpseudo12",18.0921052631579,14.5383951682485,8.88023080241588,9.360170405522,11.9863567730802,11.666846419327,15.728807161346,10.1609685073339,10.4764344262295,8.80473468507334,3.08185936151855,2.95378559102675,2.85806729939603,2.80279335634167,2.90255608283003,2.90525237273512,4.14150129421915,4.05791630716135,2.66797886108714,2.57360871440897,2.49946074201898,2.47654227782571,3.98781276962899,3.8273835202761,2.41183132010354,2.21500215703192,20.0213006902502,17.2940034512511,4.59447799827437,4.45022648835203,5.34135030198447,4.90455133735979,0.164473684210526,0.152340379637619,0.0417924935289042,0.0121333045729077,0.529820966350302,0.471850733390854,0.761701898188093,0.566220880069025,6.91193917169974,5.5031276962899,10.2634275237274,9.07975625539258,5.14452113891286,4.40843399482312,5.82668248490078,5.43706859361519,5.32786885245902,4.86680327868852,100,79.3545081967213,50.4947691975841,49.5092752372735,83.3908541846419,59.7969693701467,45.6697584124245,38.4760569456428
