task_id	hash	native_id	name	status	exit	submit	start	complete	duration	realtime	cpus	time	memory	%cpu	peak_rss	peak_vmem	rchar	wchar
98	0e/16b511	5047844.pbs	NFCORE_CUTANDRUN:CUTANDRUN:BEDTOOLS_INTERSECT (S_1_R1)	COMPLETED	0	2022-01-26 13:37:42.845	2022-01-26 13:40:42.570	2022-01-26 13:40:42.582	3m	1s	6	8h	36 GB	29.1%	3 MB	15.5 MB	7.9 MB	2.9 MB
99	78/74a6f3	5047845.pbs	NFCORE_CUTANDRUN:CUTANDRUN:BEDTOOLS_INTERSECT (S_1_R2)	COMPLETED	0	2022-01-26 13:37:42.959	2022-01-26 13:41:12.559	2022-01-26 13:41:12.562	3m 30s	1s	6	8h	36 GB	60.7%	2.8 MB	11 MB	7.9 MB	5.3 MB
100	ab/043b28	5047847.pbs	NFCORE_CUTANDRUN:CUTANDRUN:CONSENSUS_PEAKS_ALL:BEDTOOLS_MERGE (S_1)	COMPLETED	0	2022-01-26 13:39:22.860	2022-01-26 13:41:12.617	2022-01-26 13:41:12.620	1m 50s	1s	6	8h	36 GB	82.8%	2.7 MB	11 MB	15.5 MB	17.4 MB
101	b3/ce2be0	5047849.pbs	NFCORE_CUTANDRUN:CUTANDRUN:CONSENSUS_PEAKS:BEDTOOLS_MERGE (S_1)	COMPLETED	0	2022-01-26 13:40:05.380	2022-01-26 13:41:37.556	2022-01-26 13:41:42.582	1m 37s	2s	6	8h	36 GB	42.0%	15.4 MB	34.7 MB	15.5 MB	17.4 MB
104	99/f64332	5047855.pbs	NFCORE_CUTANDRUN:CUTANDRUN:CONSENSUS_PEAKS_ALL:AWK (S_1)	COMPLETED	0	2022-01-26 13:41:13.228	2022-01-26 13:42:02.557	2022-01-26 13:42:07.775	54.5s	444ms	2	4h	12 GB	25.2%	3.9 MB	7.9 MB	17.5 MB	17.4 MB
106	b4/be6213	5047856.pbs	NFCORE_CUTANDRUN:CUTANDRUN:CONSENSUS_PEAKS:AWK (S_1)	COMPLETED	0	2022-01-26 13:41:42.861	2022-01-26 13:42:27.562	2022-01-26 13:42:32.572	49.7s	255ms	2	4h	12 GB	37.0%	0	0	17.5 MB	17.4 MB
94	ec/5ab34a	5047839.pbs	NFCORE_CUTANDRUN:CUTANDRUN:DEEPTOOLS_COMPUTEMATRIX_PEAKS (S_1_R2)	COMPLETED	0	2022-01-26 13:36:53.080	2022-01-26 13:37:17.672	2022-01-26 13:44:27.581	7m 35s	7m 9s	32	3d	62 GB	833.9%	5.9 GB	8.5 GB	605.6 GB	928 MB
89	d0/7a49ba	5047837.pbs	NFCORE_CUTANDRUN:CUTANDRUN:DEEPTOOLS_COMPUTEMATRIX_GENE (S_1_R2)	COMPLETED	0	2022-01-26 13:36:33.521	2022-01-26 13:36:52.654	2022-01-26 13:44:52.572	8m 19s	7m 54s	32	3d	124 GB	1167.1%	7.8 GB	10.4 GB	599.1 GB	1.3 GB
105	38/0e12e8	5047887.pbs	NFCORE_CUTANDRUN:CUTANDRUN:CONSENSUS_PEAKS_ALL:PLOT_CONSENSUS_PEAKS	COMPLETED	0	2022-01-26 13:48:41.394	2022-01-26 13:49:27.593	2022-01-26 13:49:37.594	56.2s	6.7s	2	4h	12 GB	211.6%	141.9 MB	16.2 GB	31.8 MB	10.2 KB
107	08/4b3832	5047888.pbs	NFCORE_CUTANDRUN:CUTANDRUN:CONSENSUS_PEAKS:PLOT_CONSENSUS_PEAKS	COMPLETED	0	2022-01-26 13:48:41.474	2022-01-26 13:49:27.611	2022-01-26 13:49:37.640	56.2s	7.3s	2	4h	12 GB	209.0%	136.5 MB	16.2 GB	31.8 MB	10.2 KB
103	03/dbb9ae	5047894.pbs	NFCORE_CUTANDRUN:CUTANDRUN:CALCULATE_PEAK_REPROD (S_1_R2)	COMPLETED	0	2022-01-26 13:49:40.451	2022-01-26 13:51:02.590	2022-01-26 13:51:07.597	1m 27s	3.8s	6	8h	36 GB	376.0%	74.1 MB	16.3 GB	27.6 MB	481 B
102	40/82bf97	5047895.pbs	NFCORE_CUTANDRUN:CUTANDRUN:CALCULATE_PEAK_REPROD (S_1_R1)	COMPLETED	0	2022-01-26 13:49:40.543	2022-01-26 13:51:32.596	2022-01-26 13:51:37.594	1m 57s	4.1s	6	8h	36 GB	321.6%	132.8 MB	16.4 GB	20.3 MB	478 B
108	63/8059e7	5047865.pbs	NFCORE_CUTANDRUN:CUTANDRUN:DEEPTOOLS_PLOTHEATMAP_PEAKS (S_1_R2)	COMPLETED	0	2022-01-26 13:44:27.817	2022-01-26 13:47:17.592	2022-01-26 13:51:47.601	7m 20s	4m 27s	2	4h	12 GB	99.1%	3.3 GB	3.4 GB	85.4 MB	48.4 MB
109	8e/134cd3	5047868.pbs	NFCORE_CUTANDRUN:CUTANDRUN:DEEPTOOLS_PLOTHEATMAP_GENE (S_1_R2)	COMPLETED	0	2022-01-26 13:44:52.741	2022-01-26 13:47:17.843	2022-01-26 13:52:12.596	7m 20s	4m 51s	2	4h	12 GB	99.1%	4.6 GB	4.8 GB	118.1 MB	86.4 MB
110	56/8ec3e6	5047901.pbs	NFCORE_CUTANDRUN:CUTANDRUN:EXPORT_META	COMPLETED	0	2022-01-26 13:51:37.801	2022-01-26 13:52:17.598	2022-01-26 13:52:17.603	39.8s	14ms	2	4h	12 GB	8.8%	0	0	103.2 KB	1.2 KB
111	b2/a5d982	5047969.pbs	NFCORE_CUTANDRUN:CUTANDRUN:GENERATE_REPORTS	COMPLETED	0	2022-01-26 14:05:22.898	2022-01-26 14:07:37.640	2022-01-26 14:09:32.644	4m 10s	1m 55s	6	8h	36 GB	167.4%	4 GB	20.3 GB	176.5 MB	228.8 MB
112	39/b2a010	5047995.pbs	NFCORE_CUTANDRUN:CUTANDRUN:CUSTOM_DUMPSOFTWAREVERSIONS (1)	COMPLETED	0	2022-01-26 14:09:48.367	2022-01-26 14:10:27.656	2022-01-26 14:10:32.650	44.3s	1s	2	4h	12 GB	44.4%	8 MB	13.9 MB	2.1 MB	10.5 KB
113	be/a4dc3f	5047998.pbs	NFCORE_CUTANDRUN:CUTANDRUN:MULTIQC (1)	COMPLETED	0	2022-01-26 14:10:32.855	2022-01-26 14:11:17.653	2022-01-26 14:11:52.646	1m 20s	32.5s	6	8h	36 GB	143.4%	256 MB	16.6 GB	305 MB	9.6 MB
